Origin,OriginCode,Destination,DestinationCode,Country,FLight_Path,Flight_Time,Departure Date,Return Date,Duration,Stops,Flight_Name,Img_URL,Price
Lahore,LHE,Dammam,DMM,Pakistan - Saudi Arabia,LHE-DMM,2:35am - 11:10am,5/10/2023,5/12/2023,10h 35m (1 stop),3h 15m in Jeddah (JED),Saudi Arabian Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/SV_sq.svg,$393 
Lahore,LHE,Dammam,DMM,Pakistan - Saudi Arabia,LHE-DMM,2:35am - 1:10pm,5/10/2023,5/12/2023,12h 35m (1 stop),5h 15m in Jeddah (JED),Saudi Arabian Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/SV_sq.svg,$393 
Lahore,LHE,Dammam,DMM,Pakistan - Saudi Arabia,LHE-DMM,2:35am - 3:00pm,5/10/2023,5/12/2023,14h 25m (1 stop),7h 15m in Jeddah (JED),Saudi Arabian Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/SV_sq.svg,$393 
Lahore,LHE,Dubai,DXB,Pakistan - United Arab Emirates,LHE-DXB,5:00pm - 3:15pm,5/10/2023,5/12/2023,23h 15m (1 stop),19h 10m in Karachi (KHI),Pakistan International Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/PK_sq.svg,$429 
Lahore,LHE,Dubai,DXB,Pakistan - United Arab Emirates,LHE-DXB,5:00pm - 11:45pm,5/10/2023,5/12/2023,7h 45m (1 stop),3h 45m in Karachi (KHI),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,$441 
Lahore,LHE,Dubai,DXB,Pakistan - United Arab Emirates,LHE-DXB,5:00pm - 3:45am,5/10/2023,5/12/2023,11h 45m (1 stop),8h in Karachi (KHI),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,$441 
Lahore,LHE,Abu Dhabi,AUH,Pakistan - United Arab Emirates,LHE-AUH,2:35am - 2:25pm,5/10/2023,5/12/2023,12h 50m (1 stop),4h 40m in Jeddah (JED),Saudi Arabian Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/SV_sq.svg,$391 
Lahore,LHE,Abu Dhabi,AUH,Pakistan - United Arab Emirates,LHE-AUH,10:00pm - 11:50am,5/10/2023,5/12/2023,14h 50m (1 stop),9h 45m in Manama (BAH),Gulf Air,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/GF_sq.svg,$428 
Lahore,LHE,Abu Dhabi,AUH,Pakistan - United Arab Emirates,LHE-AUH,10:00pm - 10:55pm,5/10/2023,5/12/2023,25h 55m (1 stop),20h 45m in Manama (BAH),Gulf Air,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/GF_sq.svg,$463 
Lahore,LHE,London,LHR,Pakistan - United Kingdom,LHE-LHR,2:35am - 2:00pm,5/10/2023,5/12/2023,15h 25m (1 stop),3h 45m in Jeddah (JED),Saudi Arabian Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/SV_sq.svg,$974 
Lahore,LHE,London,LHR,Pakistan - United Kingdom,LHE-LHR,9:25am - 7:00am,5/10/2023,5/12/2023,25h 35m (1 stop),14h 15m in Doha (DOH),Qatar Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/QR_sq.svg,"$1,011 "
Lahore,LHE,London,LHR,Pakistan - United Kingdom,LHE-LHR,3:30am - 7:00am,5/10/2023,5/12/2023,31h 30m (1 stop),20h 10m in Doha (DOH),Qatar Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/QR_sq.svg,"$1,011 "
Lahore,LHE,Manchester,MAN,Pakistan - United Kingdom,LHE-MAN,10:00pm - 7:15am,5/10/2023,5/12/2023,13h 15m (1 stop),2h 15m in Manama (BAH),Gulf Air,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/GF_sq.svg,"$1,014 "
Lahore,LHE,Manchester,MAN,Pakistan - United Kingdom,LHE-MAN,9:25am - 6:40am,5/10/2023,5/12/2023,25h 15m (1 stop),13h 55m in Doha (DOH),Qatar Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/QR_sq.svg,"$1,153 "
Lahore,LHE,Manchester,MAN,Pakistan - United Kingdom,LHE-MAN,3:30am - 6:40am,5/10/2023,5/12/2023,31h 10m (1 stop),19h 50m in Doha (DOH),Qatar Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/QR_sq.svg,"$1,153 "
Lahore,LHE,Los Angeles,LAX,Pakistan - United States,LHE-LAX,5:35am - 4:55pm,5/10/2023,5/12/2023,23h 20m (1 stop),3h 15m in Istanbul (IST),Pakistan International Airlines � Pakistan International Airlines 5009 operated by Turkish Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/PK_sq.svg,"$1,731 "
Lahore,LHE,Los Angeles,LAX,Pakistan - United States,LHE-LAX,9:40am - 2:36pm,5/10/2023,5/12/2023,40h 56m (2 stops),2h 40m in Muscat (MCT) � 16h 5m in London (LHR),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,772 "
Lahore,LHE,Los Angeles,LAX,Pakistan - United States,LHE-LAX,5:35am - 12:15pm,5/10/2023,5/12/2023,42h 40m (1 stop),22h 15m in Istanbul (IST),Pakistan International Airlines � Pakistan International Airlines 5179 operated by Turkish Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/PK_sq.svg,"$1,804 "
Lahore,LHE,Chicago,ORD,Pakistan - United States,LHE-ORD,9:40am - 12:35pm,5/10/2023,5/12/2023,36h 55m (2 stops),2h 40m in Muscat (MCT) � 14h 25m in Z�rich (ZRH),Multiple airlines � United 9806 operated by Swiss International Air Lines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,417 "
Lahore,LHE,Chicago,ORD,Pakistan - United States,LHE-ORD,9:40am - 12:45pm,5/10/2023,5/12/2023,37h 5m (2 stops),2h 40m in Muscat (MCT) � 14h 25m in Z�rich (ZRH),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,417 "
Lahore,LHE,Chicago,ORD,Pakistan - United States,LHE-ORD,9:40am - 2:10pm,5/10/2023,5/12/2023,38h 30m (2 stops),2h 35m in Muscat (MCT) � 16h 30m in Munich (MUC),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,436 "
Multan,MUX,Toronto,YYZ,Pakistan - Canada,MUX-YYZ,10:50am - 9:30am,5/10/2023,5/12/2023,31h 40m (1 stop),14h 40m in Dubai (DXB),Emirates � Emirates 2103 operated by flydubai,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EK_sq.svg,"$1,891 "
Multan,MUX,Toronto,YYZ,Pakistan - Canada,MUX-YYZ,3:00am - 9:30am,5/10/2023,5/12/2023,39h 30m (1 stop),22h 20m in Dubai (DXB),Emirates � Emirates 2117 operated by flydubai,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EK_sq.svg,"$1,891 "
Multan,MUX,Toronto,YYZ,Pakistan - Canada,MUX-YYZ,10:50am - 8:05am,5/10/2023,5/12/2023,30h 15m (1 stop),13h 10m in Dubai (DXB),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,034 "
Multan,MUX,Vancouver,YVR,Pakistan - Canada,MUX-YVR,3:45am - 3:39pm,5/10/2023,5/12/2023,23h 54m (2 stops),2h 30m in Doha (DOH) � 2h 10m in Seattle (SEA),Multiple airlines � Alaska Airlines 3317 operated by SKYWEST AIRLINES AS ALASKASKYWEST,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,045 "
Multan,MUX,Vancouver,YVR,Pakistan - Canada,MUX-YVR,3:45am - 5:04pm,5/10/2023,5/12/2023,25h 19m (2 stops),2h 30m in Doha (DOH) � 3h 35m in Seattle (SEA),Multiple airlines � Alaska Airlines 3400 operated by SKYWEST AIRLINES AS ALASKASKYWEST,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,045 "
Multan,MUX,Vancouver,YVR,Pakistan - Canada,MUX-YVR,3:45am - 7:34pm,5/10/2023,5/12/2023,27h 49m (2 stops),2h 30m in Doha (DOH) � 6h 5m in Seattle (SEA),Multiple airlines � Alaska Airlines 3371 operated by SKYWEST AIRLINES AS ALASKASKYWEST,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,045 "
Multan,MUX,Montreal,YUL,Pakistan - Canada,MUX-YUL,10:50am - 2:17pm,5/10/2023,5/12/2023,36h 27m (2 stops),13h 10m in Dubai (DXB) � 4h 55m in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,911 "
Multan,MUX,Montreal,YUL,Pakistan - Canada,MUX-YUL,10:50am - 6:17pm,5/10/2023,5/12/2023,40h 27m (2 stops),13h 10m in Dubai (DXB) � 8h 55m in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,911 "
Multan,MUX,Montreal,YUL,Pakistan - Canada,MUX-YUL,3:00am - 2:17pm,5/10/2023,5/12/2023,44h 17m (2 stops),20h 50m in Dubai (DXB) � 4h 55m in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,911 "
Multan,MUX,Calgary,YYC,Pakistan - Canada,MUX-YYC,10:50am - 12:09pm,5/10/2023,5/12/2023,36h 19m (2 stops),13h 10m in Dubai (DXB) � 1h 45m in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,269 "
Multan,MUX,Calgary,YYC,Pakistan - Canada,MUX-YYC,10:50am - 3:24pm,5/10/2023,5/12/2023,39h 34m (2 stops),13h 10m in Dubai (DXB) � 5h 5m in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,269 "
Multan,MUX,Calgary,YYC,Pakistan - Canada,MUX-YYC,10:50am - 6:19pm,5/10/2023,5/12/2023,42h 29m (2 stops),13h 10m in Dubai (DXB) � 7h 55m in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,269 "
Multan,MUX,Edmonton,YEG,Pakistan - Canada,MUX-YEG,3:45am - 2:51pm,5/10/2023,5/12/2023,46h 6m (2 stops),2h 30m in Doha (DOH) � 23h 30m in Seattle (SEA),Multiple airlines � Alaska Airlines 2542 operated by HORIZON AIR AS ALASKAHORIZON,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,251 "
Multan,MUX,Edmonton,YEG,Pakistan - Canada,MUX-YEG,10:50am - 5:05pm,5/10/2023,5/12/2023,41h 15m (2 stops),13h 10m in Dubai (DXB) � 6h 45m in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,269 "
Multan,MUX,Edmonton,YEG,Pakistan - Canada,MUX-YEG,10:50am - 6:45pm,5/10/2023,5/12/2023,42h 55m (2 stops),13h 10m in Dubai (DXB) � 8h 25m in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,269 "
Multan,MUX,Ottawa,YOW,Pakistan - Canada,MUX-YOW,10:50am - 11:13am,5/10/2023,5/12/2023,33h 23m (2 stops),13h 10m in Dubai (DXB) � 2h 5m in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,051 "
Multan,MUX,Ottawa,YOW,Pakistan - Canada,MUX-YOW,10:50am - 1:13pm,5/10/2023,5/12/2023,35h 23m (2 stops),13h 10m in Dubai (DXB) � 4h 5m in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,051 "
Multan,MUX,Ottawa,YOW,Pakistan - Canada,MUX-YOW,10:50am - 4:13pm,5/10/2023,5/12/2023,38h 23m (2 stops),13h 10m in Dubai (DXB) � 7h 5m in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,051 "
Multan,MUX,Halifax,YHZ,Pakistan - Canada,MUX-YHZ,10:50am - 4:25pm,5/10/2023,5/12/2023,37h 35m (2 stops),13h 10m in Dubai (DXB) � 5h 15m in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,101 "
Multan,MUX,Halifax,YHZ,Pakistan - Canada,MUX-YHZ,10:50am - 7:15pm,5/10/2023,5/12/2023,40h 25m (2 stops),13h 10m in Dubai (DXB) � 8h 5m in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,101 "
Multan,MUX,Halifax,YHZ,Pakistan - Canada,MUX-YHZ,10:50am - 9:30pm,5/10/2023,5/12/2023,42h 40m (2 stops),13h 10m in Dubai (DXB) � 10h 20m in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,101 "
Multan,MUX,Quebec City,YQB,Pakistan - Canada,MUX-YQB,10:50am - 4:56pm,5/10/2023,5/12/2023,39h 6m (2 stops),13h 10m in Dubai (DXB) � 7h 25m in Toronto (YYZ),Multiple airlines � Air Canada 1952 operated by AIR CANADA ROUGE,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,051 "
Multan,MUX,Quebec City,YQB,Pakistan - Canada,MUX-YQB,10:50am - 8:21pm,5/10/2023,5/12/2023,42h 31m (2 stops),13h 10m in Dubai (DXB) � 10h 50m in Toronto (YYZ),Multiple airlines � Air Canada 1954 operated by AIR CANADA ROUGE,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,051 "
Multan,MUX,Quebec City,YQB,Pakistan - Canada,MUX-YQB,10:50am - 9:21pm,5/10/2023,5/12/2023,43h 31m (2 stops),13h 10m in Dubai (DXB) � 11h 50m in Toronto (YYZ),Multiple airlines � Air Canada 1956 operated by AIR CANADA ROUGE,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,051 "
Multan,MUX,Winnipeg,YWG,Pakistan - Canada,MUX-YWG,10:50am - 11:40am,5/10/2023,5/12/2023,34h 50m (2 stops),13h 10m in Dubai (DXB) � 1h 55m in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,092 "
Multan,MUX,Winnipeg,YWG,Pakistan - Canada,MUX-YWG,3:00am - 11:40am,5/10/2023,5/12/2023,42h 40m (2 stops),20h 50m in Dubai (DXB) � 1h 55m in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,092 "
Multan,MUX,Winnipeg,YWG,Pakistan - Canada,MUX-YWG,10:50am - 2:36pm,5/10/2023,5/12/2023,37h 46m (2 stops),13h 10m in Dubai (DXB) � 4h 55m in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,307 "
Multan,MUX,Riyadh,RUH,Pakistan - Saudi Arabia,MUX-RUH,6:55am - 3:00pm,5/10/2023,5/12/2023,10h 5m (1 stop),5h 20m in Manama (BAH),Gulf Air,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/GF_sq.svg,$511 
Multan,MUX,Riyadh,RUH,Pakistan - Saudi Arabia,MUX-RUH,6:55am - 5:00pm,5/10/2023,5/12/2023,12h 5m (1 stop),7h 20m in Manama (BAH),Gulf Air,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/GF_sq.svg,$511 
Multan,MUX,Riyadh,RUH,Pakistan - Saudi Arabia,MUX-RUH,6:55am - 9:35pm,5/10/2023,5/12/2023,16h 40m (1 stop),11h 50m in Manama (BAH),Gulf Air,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/GF_sq.svg,$511 
Multan,MUX,Jeddah,JED,Pakistan - Saudi Arabia,MUX-JED,10:50am - 4:40pm,5/10/2023,5/12/2023,7h 50m (1 stop),1h 45m in Dubai (DXB),flydubai,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/FZ_sq.svg,$557 
Multan,MUX,Jeddah,JED,Pakistan - Saudi Arabia,MUX-JED,3:00am - 11:30am,5/10/2023,5/12/2023,10h 30m (1 stop),4h 15m in Dubai (DXB),flydubai,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/FZ_sq.svg,$557 
Multan,MUX,Jeddah,JED,Pakistan - Saudi Arabia,MUX-JED,3:00am - 4:40pm,5/10/2023,5/12/2023,15h 40m (1 stop),9h 25m in Dubai (DXB),flydubai,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/FZ_sq.svg,$557 
Multan,MUX,Dammam,DMM,Pakistan - Saudi Arabia,MUX-DMM,6:55am - 10:30am,5/10/2023,5/12/2023,5h 35m (1 stop),1h 20m in Manama (BAH),Gulf Air,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/GF_sq.svg,$491 
Multan,MUX,Dammam,DMM,Pakistan - Saudi Arabia,MUX-DMM,6:55am - 6:20pm,5/10/2023,5/12/2023,13h 25m (1 stop),9h 20m in Manama (BAH),Gulf Air,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/GF_sq.svg,$491 
Multan,MUX,Dammam,DMM,Pakistan - Saudi Arabia,MUX-DMM,6:55am - 2:20am,5/10/2023,5/12/2023,21h 25m (1 stop),17h 10m in Manama (BAH),Gulf Air,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/GF_sq.svg,$491 
Multan,MUX,Abu Dhabi,AUH,Pakistan - United Arab Emirates,MUX-AUH,10:10am - 3:45am,5/10/2023,5/12/2023,18h 35m (2 stops),10h 55m in Karachi (KHI) � 1h 45m in Dubai (DXB),Flight + Bus,https://a.travel-assets.com/air/airlines/flight_plus_bus_logo_sq.svg,$521 
Multan,MUX,Abu Dhabi,AUH,Pakistan - United Arab Emirates,MUX-AUH,10:10am - 5:15am,5/10/2023,5/12/2023,20h 5m (2 stops),10h 55m in Karachi (KHI) � 3h 15m in Dubai (DXB),Flight + Bus,https://a.travel-assets.com/air/airlines/flight_plus_bus_logo_sq.svg,$521 
Multan,MUX,Abu Dhabi,AUH,Pakistan - United Arab Emirates,MUX-AUH,10:10am - 8:45am,5/10/2023,5/12/2023,23h 35m (2 stops),15h 10m in Karachi (KHI) � 2h 45m in Dubai (DXB),Flight + Bus,https://a.travel-assets.com/air/airlines/flight_plus_bus_logo_sq.svg,$521 
Multan,MUX,London,LHR,Pakistan - United Kingdom,MUX-LHR,3:45am - 6:25am,5/10/2023,5/12/2023,30h 40m (1 stop),19h 40m in Doha (DOH),Qatar Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/QR_sq.svg,"$1,031 "
Multan,MUX,London,LHR,Pakistan - United Kingdom,MUX-LHR,3:45am - 7:00am,5/10/2023,5/12/2023,31h 15m (1 stop),20h 15m in Doha (DOH),Qatar Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/QR_sq.svg,"$1,031 "
Multan,MUX,London,LHR,Pakistan - United Kingdom,MUX-LHR,3:45am - 10:00pm,5/10/2023,5/12/2023,22h 15m (1 stop),11h 15m in Doha (DOH),Qatar Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/QR_sq.svg,"$1,083 "
Multan,MUX,Manchester,MAN,Pakistan - United Kingdom,MUX-MAN,6:55am - 7:15am,5/10/2023,5/12/2023,28h 20m (1 stop),17h 45m in Manama (BAH),Gulf Air,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/GF_sq.svg,"$1,089 "
Multan,MUX,Manchester,MAN,Pakistan - United Kingdom,MUX-MAN,10:10am - 7:45am,5/10/2023,5/12/2023,25h 35m (2 stops),10h 55m in Karachi (KHI) � 3h 15m in Dubai (DXB),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,174 "
Multan,MUX,Manchester,MAN,Pakistan - United Kingdom,MUX-MAN,3:45am - 6:40am,5/10/2023,5/12/2023,30h 55m (1 stop),19h 55m in Doha (DOH),Qatar Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/QR_sq.svg,"$1,214 "
Multan,MUX,Los Angeles,LAX,Pakistan - United States,MUX-LAX,6:55am - 12:15pm,5/10/2023,5/12/2023,41h 20m (2 stops),16h 40m in Manama (BAH) � 2h 50m in Istanbul (IST),Turkish Airlines � Turkish Airlines 8073 operated by Gulf Air,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/TK_sq.svg,"$1,794 "
Multan,MUX,Los Angeles,LAX,Pakistan - United States,MUX-LAX,6:55am - 4:55pm,5/10/2023,5/12/2023,46h 0m (2 stops),16h 40m in Manama (BAH) � 7h 50m in Istanbul (IST),Turkish Airlines � Turkish Airlines 8073 operated by Gulf Air,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/TK_sq.svg,"$1,794 "
Multan,MUX,Los Angeles,LAX,Pakistan - United States,MUX-LAX,10:50am - 10:59pm,5/10/2023,5/12/2023,48h 9m (2 stops),13h 10m in Dubai (DXB) � 12h 25m in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,908 "
Peshawar,PEW,Toronto,YYZ,Pakistan - Canada,PEW-YYZ,9:00am - 9:30am,5/10/2023,5/12/2023,33h 30m (1 stop),16h 10m in Dubai (DXB),Emirates,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EK_sq.svg,"$2,004 "
Peshawar,PEW,Toronto,YYZ,Pakistan - Canada,PEW-YYZ,3:55am - 9:46am,5/10/2023,5/12/2023,38h 51m (2 stops),9h 35m in Doha (DOH) � 9h 20m in New York (JFK),"American Airlines � American Airlines 8289 and 8131 operated by Qatar Airways, American Airlines 4469 operated by REPUBLIC AIRWAYS AS AMERICAN EAGLE",https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/AA_sq.svg,"$2,324 "
Peshawar,PEW,Toronto,YYZ,Pakistan - Canada,PEW-YYZ,3:55am - 9:46am,5/10/2023,5/12/2023,38h 51m (2 stops),9h 35m in Doha (DOH) � 9h 20m in New York (JFK),Qatar Airways � Qatar Airways 2302 operated by REPUBLIC AIRWAYS AS AMERICAN EAGLE,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/QR_sq.svg,"$2,336 "
Peshawar,PEW,Montreal,YUL,Pakistan - Canada,PEW-YUL,9:00am - 12:17pm,5/10/2023,5/12/2023,36h 17m (2 stops),16h 10m in Dubai (DXB) � 1h 30m in Toronto (YYZ),Emirates � Emirates 5771 operated by Air Canada,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EK_sq.svg,"$2,282 "
Peshawar,PEW,Montreal,YUL,Pakistan - Canada,PEW-YUL,9:00am - 4:35pm,5/10/2023,5/12/2023,40h 35m (2 stops),16h 10m in Dubai (DXB) � 5h 55m in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,353 "
Peshawar,PEW,Montreal,YUL,Pakistan - Canada,PEW-YUL,3:55am - 10:46pm,5/10/2023,5/12/2023,27h 51m (2 stops),2h 20m in Doha (DOH) � 5h 45m in Philadelphia (PHL),"American Airlines � American Airlines 8289 and 8128 operated by Qatar Airways, American Airlines 6105 operated by PIEDMONT AIRLINES AS AMERICAN EAGLE",https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/AA_sq.svg,"$2,436 "
Peshawar,PEW,Calgary,YYC,Pakistan - Canada,PEW-YYC,3:55am - 11:33pm,5/10/2023,5/12/2023,30h 38m (2 stops),2h 35m in Doha (DOH) � 5h in Los Angeles (LAX),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,508 "
