Origin,OriginCode,Destination,DestinationCode,Country,FLight_Path,Flight_Time,Departure Date,Return Date,Duration,Stops,Flight_Name,Img_URL,Price
Islamabad,ISB,Toronto,YYZ,Pakistan - Canada,ISB-YYZ,4:25am - 2:55pm,5/10/2023,5/10/2023,19h 30m (1 stop),2h 10m in Abu Dhabi (AUH),Etihad Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EY_sq.svg,"$2,534 "
Islamabad,ISB,Toronto,YYZ,Pakistan - Canada,ISB-YYZ,5:05am - 7:30pm,5/10/2023,5/10/2023,23h 25m (2 stops),3h in Istanbul (IST) � 2h 50m in Frankfurt (FRA),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$3,502 "
Islamabad,ISB,Toronto,YYZ,Pakistan - Canada,ISB-YYZ,5:05am - 7:30pm,5/10/2023,5/10/2023,23h 25m (2 stops),3h in Istanbul (IST) � 2h 50m in Frankfurt (FRA),Multiple airlines � Lufthansa 6780 operated by Air Canada,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$3,662 "
Islamabad,ISB,Vancouver,YVR,Pakistan - Canada,ISB-YVR,5:05am - 4:45pm,5/10/2023,5/10/2023,23h 40m (2 stops),2h 50m in Istanbul (IST) � 2h in Munich (MUC),Multiple airlines � Air Canada 9433 operated by Lufthansa,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$4,883 "
Islamabad,ISB,Vancouver,YVR,Pakistan - Canada,ISB-YVR,3:35am - 4:45pm,5/10/2023,5/10/2023,25h 10m (2 stops),3h 5m in Doha (DOH) � 2h in Munich (MUC),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$4,912 "
Islamabad,ISB,Vancouver,YVR,Pakistan - Canada,ISB-YVR,5:05am - 4:45pm,5/10/2023,5/10/2023,23h 40m (2 stops),2h 50m in Istanbul (IST) � 2h in Munich (MUC),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$5,025 "
Islamabad,ISB,Montreal,YUL,Pakistan - Canada,ISB-YUL,5:05am - 5:40pm,5/10/2023,5/10/2023,21h 35m (1 stop),5h 45m in Istanbul (IST),Turkish Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/TK_sq.svg,"$2,391 "
Islamabad,ISB,Montreal,YUL,Pakistan - Canada,ISB-YUL,3:35am - 2:00pm,5/10/2023,5/10/2023,19h 25m (1 stop),2h 30m in Doha (DOH),Qatar Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/QR_sq.svg,"$4,232 "
Islamabad,ISB,Edmonton,YEG,Pakistan - Canada,ISB-YEG,4:25am - 8:40pm,5/10/2023,5/10/2023,27h 15m (2 stops),2h 10m in Abu Dhabi (AUH) � 3h 35m in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$6,023 "
Islamabad,ISB,Riyadh,RUH,Pakistan - Saudi Arabia,ISB-RUH,3:05am - 9:50am,5/10/2023,5/10/2023,8h 45m (1 stop),1h 45m in Jeddah (JED),Saudi Arabian Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/SV_sq.svg,$528 
Islamabad,ISB,Riyadh,RUH,Pakistan - Saudi Arabia,ISB-RUH,10:25am - 5:50pm,5/10/2023,5/10/2023,9h 25m (1 stop),2h 25m in Jeddah (JED),Saudi Arabian Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/SV_sq.svg,$528 
Islamabad,ISB,Riyadh,RUH,Pakistan - Saudi Arabia,ISB-RUH,3:05am - 10:50am,5/10/2023,5/10/2023,9h 45m (1 stop),2h 45m in Jeddah (JED),Saudi Arabian Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/SV_sq.svg,$528 
Islamabad,ISB,Dammam,DMM,Pakistan - Saudi Arabia,ISB-DMM,3:05am - 11:10am,5/10/2023,5/10/2023,10h 5m (1 stop),2h 45m in Jeddah (JED),Saudi Arabian Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/SV_sq.svg,$528 
Islamabad,ISB,Dammam,DMM,Pakistan - Saudi Arabia,ISB-DMM,3:05am - 1:10pm,5/10/2023,5/10/2023,12h 5m (1 stop),4h 45m in Jeddah (JED),Saudi Arabian Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/SV_sq.svg,$528 
Islamabad,ISB,Dammam,DMM,Pakistan - Saudi Arabia,ISB-DMM,3:05am - 3:00pm,5/10/2023,5/10/2023,13h 55m (1 stop),6h 45m in Jeddah (JED),Saudi Arabian Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/SV_sq.svg,$528 
Islamabad,ISB,London,LHR,Pakistan - United Kingdom,ISB-LHR,5:30am - 2:45pm,5/10/2023,5/10/2023,13h 15m (1 stop),2h 50m in Kuwait City (KWI),Kuwait Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/KU_sq.svg,"$1,043 "
Islamabad,ISB,London,LHR,Pakistan - United Kingdom,ISB-LHR,9:20am - 6:40pm,5/10/2023,5/10/2023,13h 20m (1 stop),2h 40m in Dubai (DXB),Emirates,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EK_sq.svg,"$1,210 "
Islamabad,ISB,London,LHR,Pakistan - United Kingdom,ISB-LHR,9:20am - 8:15pm,5/10/2023,5/10/2023,14h 55m (1 stop),4h 10m in Dubai (DXB),Emirates,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EK_sq.svg,"$1,210 "
Islamabad,ISB,Manchester,MAN,Pakistan - United Kingdom,ISB-MAN,9:20am - 7:15pm,5/10/2023,5/10/2023,13h 55m (1 stop),2h 55m in Dubai (DXB),Emirates,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EK_sq.svg,"$1,084 "
Islamabad,ISB,Manchester,MAN,Pakistan - United Kingdom,ISB-MAN,5:05am - 12:10pm,5/10/2023,5/10/2023,11h 5m (1 stop),1h in Istanbul (IST),Turkish Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/TK_sq.svg,"$1,219 "
Islamabad,ISB,Manchester,MAN,Pakistan - United Kingdom,ISB-MAN,3:35am - 1:25pm,5/10/2023,5/10/2023,13h 50m (1 stop),2h 45m in Doha (DOH),Qatar Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/QR_sq.svg,"$1,638 "
Islamabad,ISB,Chicago,ORD,Pakistan - United States,ISB-ORD,5:05am - 5:50pm,5/10/2023,5/10/2023,22h 45m (1 stop),5h 20m in Istanbul (IST),Turkish Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/TK_sq.svg,"$1,827 "
Islamabad,ISB,Chicago,ORD,Pakistan - United States,ISB-ORD,3:35am - 3:00pm,5/10/2023,5/10/2023,21h 25m (1 stop),2h 35m in Doha (DOH),Multiple airlines � JetBlue Airways 5561 operated by Qatar Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,207 "
Islamabad,ISB,Chicago,ORD,Pakistan - United States,ISB-ORD,3:35am - 3:00pm,5/10/2023,5/10/2023,21h 25m (1 stop),2h 35m in Doha (DOH),Qatar Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/QR_sq.svg,"$2,446 "
Karachi,KHI,Vancouver,YVR,Pakistan - Canada,KHI-YVR,4:00am - 5:04pm,5/10/2023,5/10/2023,25h 4m (2 stops),3h 5m in Doha (DOH) � 3h 35m in Seattle (SEA),Multiple airlines � Alaska Airlines 3400 operated by SKYWEST AIRLINES AS ALASKASKYWEST,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,407 "
Karachi,KHI,Vancouver,YVR,Pakistan - Canada,KHI-YVR,4:00am - 7:27pm,5/10/2023,5/10/2023,27h 27m (2 stops),3h 20m in Doha (DOH) � 3h 15m in San Francisco (SFO),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,407 "
Karachi,KHI,Vancouver,YVR,Pakistan - Canada,KHI-YVR,4:00am - 5:04pm,5/10/2023,5/10/2023,25h 4m (2 stops),3h 5m in Doha (DOH) � 3h 35m in Seattle (SEA),Qatar Airways � Qatar Airways 2099 operated by SKYWEST AIRLINES AS ALASKASKYWEST,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/QR_sq.svg,"$2,418 "
Karachi,KHI,Montreal,YUL,Pakistan - Canada,KHI-YUL,5:55am - 5:40pm,5/10/2023,5/10/2023,20h 45m (1 stop),5h in Istanbul (IST),Turkish Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/TK_sq.svg,"$2,069 "
Karachi,KHI,Montreal,YUL,Pakistan - Canada,KHI-YUL,4:00am - 2:00pm,5/10/2023,5/10/2023,19h 0m (1 stop),2h 55m in Doha (DOH),Qatar Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/QR_sq.svg,"$3,082 "
Karachi,KHI,Edmonton,YEG,Pakistan - Canada,KHI-YEG,4:00am - 8:40pm,5/10/2023,5/10/2023,27h 40m (2 stops),3h 50m in Abu Dhabi (AUH) � 3h 35m in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$6,040 "
Karachi,KHI,Dammam,DMM,Pakistan - Saudi Arabia,KHI-DMM,2:15am - 9:00am,5/10/2023,5/10/2023,8h 45m (1 stop),2h 40m in Jeddah (JED),Saudi Arabian Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/SV_sq.svg,$562 
Karachi,KHI,Dammam,DMM,Pakistan - Saudi Arabia,KHI-DMM,2:15am - 11:10am,5/10/2023,5/10/2023,10h 55m (1 stop),4h 40m in Jeddah (JED),Saudi Arabian Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/SV_sq.svg,$562 
Karachi,KHI,Dammam,DMM,Pakistan - Saudi Arabia,KHI-DMM,2:15am - 1:10pm,5/10/2023,5/10/2023,12h 55m (1 stop),6h 40m in Jeddah (JED),Saudi Arabian Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/SV_sq.svg,$562 
Karachi,KHI,Dubai,DXB,Pakistan - United Arab Emirates,KHI-DXB,4:00am - 9:20am,5/10/2023,5/10/2023,6h 20m (1 stop),2h 15m in Abu Dhabi (AUH),Flight + Bus,https://a.travel-assets.com/air/airlines/flight_plus_bus_logo_sq.svg,$398 
Karachi,KHI,Dubai,DXB,Pakistan - United Arab Emirates,KHI-DXB,4:00am - 11:25am,5/10/2023,5/10/2023,8h 25m (1 stop),4h 20m in Abu Dhabi (AUH),Flight + Bus,https://a.travel-assets.com/air/airlines/flight_plus_bus_logo_sq.svg,$398 
Karachi,KHI,Dubai,DXB,Pakistan - United Arab Emirates,KHI-DXB,4:00am - 4:30pm,5/10/2023,5/10/2023,13h 30m (1 stop),9h 25m in Abu Dhabi (AUH),Flight + Bus,https://a.travel-assets.com/air/airlines/flight_plus_bus_logo_sq.svg,$398 
Karachi,KHI,London,LHR,Pakistan - United Kingdom,KHI-LHR,4:00am - 1:15pm,5/10/2023,5/10/2023,13h 15m (1 stop),3h 5m in Doha (DOH),Qatar Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/QR_sq.svg,"$1,082 "
Karachi,KHI,London,LHR,Pakistan - United Kingdom,KHI-LHR,10:30am - 6:00pm,5/10/2023,5/10/2023,11h 30m (1 stop),1h 25m in Doha (DOH),Qatar Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/QR_sq.svg,"$1,085 "
Karachi,KHI,London,LHR,Pakistan - United Kingdom,KHI-LHR,4:00am - 2:10pm,5/10/2023,5/10/2023,14h 10m (1 stop),4h in Doha (DOH),Qatar Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/QR_sq.svg,"$1,085 "
Karachi,KHI,Manchester,MAN,Pakistan - United Kingdom,KHI-MAN,12:15pm - 7:15pm,5/10/2023,5/10/2023,11h 0m (1 stop),1h 10m in Dubai (DXB),Emirates,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EK_sq.svg,"$1,151 "
Karachi,KHI,Manchester,MAN,Pakistan - United Kingdom,KHI-MAN,2:45am - 12:00pm,5/10/2023,5/10/2023,13h 15m (1 stop),3h 40m in Dubai (DXB),Emirates,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EK_sq.svg,"$1,151 "
Karachi,KHI,Manchester,MAN,Pakistan - United Kingdom,KHI-MAN,2:45am - 7:15pm,5/10/2023,5/10/2023,20h 30m (1 stop),10h 45m in Dubai (DXB),Emirates,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EK_sq.svg,"$1,151 "
Lahore,LHE,Toronto,YYZ,Pakistan - Canada,LHE-YYZ,4:50am - 2:55pm,5/10/2023,5/10/2023,19h 5m (1 stop),1h 45m in Abu Dhabi (AUH),Etihad Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EY_sq.svg,"$3,038 "
Lahore,LHE,Toronto,YYZ,Pakistan - Canada,LHE-YYZ,5:45am - 6:50pm,5/10/2023,5/10/2023,22h 5m (1 stop),5h 5m in Istanbul (IST),Turkish Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/TK_sq.svg,"$3,432 "
Lahore,LHE,Toronto,YYZ,Pakistan - Canada,LHE-YYZ,3:30am - 7:55pm,5/10/2023,5/10/2023,25h 25m (2 stops),2h 25m in Doha (DOH) � 3h 55m in London (LHR),British Airways � British Airways 6187 and 7003 operated by Qatar Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/BA_sq.svg,"$6,451 "
Lahore,LHE,Vancouver,YVR,Pakistan - Canada,LHE-YVR,3:30am - 3:39pm,5/10/2023,5/10/2023,24h 9m (2 stops),2h 25m in Doha (DOH) � 2h 10m in Seattle (SEA),Multiple airlines � Alaska Airlines 3317 operated by SKYWEST AIRLINES AS ALASKASKYWEST,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,437 "
Lahore,LHE,Vancouver,YVR,Pakistan - Canada,LHE-YVR,3:30am - 5:04pm,5/10/2023,5/10/2023,25h 34m (2 stops),2h 25m in Doha (DOH) � 3h 35m in Seattle (SEA),Multiple airlines � Alaska Airlines 3400 operated by SKYWEST AIRLINES AS ALASKASKYWEST,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,437 "
Lahore,LHE,Vancouver,YVR,Pakistan - Canada,LHE-YVR,3:30am - 5:04pm,5/10/2023,5/10/2023,25h 34m (2 stops),2h 25m in Doha (DOH) � 3h 35m in Seattle (SEA),Qatar Airways � Qatar Airways 2099 operated by SKYWEST AIRLINES AS ALASKASKYWEST,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/QR_sq.svg,"$2,448 "
Lahore,LHE,Montreal,YUL,Pakistan - Canada,LHE-YUL,5:45am - 5:40pm,5/10/2023,5/10/2023,20h 55m (1 stop),4h 45m in Istanbul (IST),Turkish Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/TK_sq.svg,"$3,300 "
Lahore,LHE,Montreal,YUL,Pakistan - Canada,LHE-YUL,3:30am - 2:00pm,5/10/2023,5/10/2023,19h 30m (1 stop),2h 15m in Doha (DOH),Qatar Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/QR_sq.svg,"$4,110 "
Lahore,LHE,Edmonton,YEG,Pakistan - Canada,LHE-YEG,4:50am - 8:40pm,5/10/2023,5/10/2023,26h 50m (2 stops),1h 45m in Abu Dhabi (AUH) � 3h 35m in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$3,955 "
Lahore,LHE,Riyadh,RUH,Pakistan - Saudi Arabia,LHE-RUH,2:35am - 9:50am,5/10/2023,5/10/2023,9h 15m (1 stop),2h 15m in Jeddah (JED),Saudi Arabian Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/SV_sq.svg,$467 
Lahore,LHE,Riyadh,RUH,Pakistan - Saudi Arabia,LHE-RUH,2:35am - 10:50am,5/10/2023,5/10/2023,10h 15m (1 stop),3h 15m in Jeddah (JED),Saudi Arabian Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/SV_sq.svg,$467 
Lahore,LHE,Riyadh,RUH,Pakistan - Saudi Arabia,LHE-RUH,2:35am - 11:50am,5/10/2023,5/10/2023,11h 15m (1 stop),4h 15m in Jeddah (JED),Saudi Arabian Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/SV_sq.svg,$467 
Lahore,LHE,Dammam,DMM,Pakistan - Saudi Arabia,LHE-DMM,2:35am - 11:10am,5/10/2023,5/10/2023,10h 35m (1 stop),3h 15m in Jeddah (JED),Saudi Arabian Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/SV_sq.svg,$467 
Lahore,LHE,Dammam,DMM,Pakistan - Saudi Arabia,LHE-DMM,2:35am - 1:10pm,5/10/2023,5/10/2023,12h 35m (1 stop),5h 15m in Jeddah (JED),Saudi Arabian Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/SV_sq.svg,$467 
Lahore,LHE,Dammam,DMM,Pakistan - Saudi Arabia,LHE-DMM,2:35am - 3:00pm,5/10/2023,5/10/2023,14h 25m (1 stop),7h 15m in Jeddah (JED),Saudi Arabian Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/SV_sq.svg,$467 
Lahore,LHE,Dubai,DXB,Pakistan - United Arab Emirates,LHE-DXB,2:35am - 1:00pm,5/10/2023,5/10/2023,11h 25m (1 stop),3h 5m in Jeddah (JED),Saudi Arabian Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/SV_sq.svg,$527 
Lahore,LHE,Dubai,DXB,Pakistan - United Arab Emirates,LHE-DXB,2:35am - 4:00pm,5/10/2023,5/10/2023,14h 25m (1 stop),6h 10m in Jeddah (JED),Saudi Arabian Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/SV_sq.svg,$527 
Lahore,LHE,Dubai,DXB,Pakistan - United Arab Emirates,LHE-DXB,2:35am - 7:30pm,5/10/2023,5/10/2023,17h 55m (1 stop),9h 45m in Jeddah (JED),Saudi Arabian Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/SV_sq.svg,$527 
Lahore,LHE,London,LHR,Pakistan - United Kingdom,LHE-LHR,2:35am - 2:00pm,5/10/2023,5/10/2023,15h 25m (1 stop),3h 45m in Jeddah (JED),Saudi Arabian Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/SV_sq.svg,"$1,020 "
Lahore,LHE,London,LHR,Pakistan - United Kingdom,LHE-LHR,9:00am - 6:40pm,5/10/2023,5/10/2023,13h 40m (1 stop),3h in Dubai (DXB),Emirates,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EK_sq.svg,"$1,145 "
Lahore,LHE,London,LHR,Pakistan - United Kingdom,LHE-LHR,9:00am - 8:15pm,5/10/2023,5/10/2023,15h 15m (1 stop),4h 30m in Dubai (DXB),Emirates,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EK_sq.svg,"$1,145 "
Lahore,LHE,New York,JFK,Pakistan - United States,LHE-JFK,4:50am - 4:00pm,5/10/2023,5/10/2023,20h 10m (1 stop),2h 35m in Abu Dhabi (AUH),Etihad Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EY_sq.svg,"$1,846 "
Lahore,LHE,New York,JFK,Pakistan - United States,LHE-JFK,3:30am - 2:25pm,5/10/2023,5/10/2023,19h 55m (1 stop),2h 50m in Dubai (DXB),Emirates,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EK_sq.svg,"$1,855 "
Lahore,LHE,New York,JFK,Pakistan - United States,LHE-JFK,3:30am - 6:55pm,5/10/2023,5/10/2023,24h 25m (2 stops),4h 5m in Dubai (DXB) � 1h 50m in Milan (MXP),Emirates,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EK_sq.svg,"$1,855 "
Lahore,LHE,Chicago,ORD,Pakistan - United States,LHE-ORD,5:35am - 5:50pm,5/10/2023,5/10/2023,22h 15m (1 stop),4h 20m in Istanbul (IST),Pakistan International Airlines � Pakistan International Airlines 5005 operated by Turkish Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/PK_sq.svg,"$2,134 "
Lahore,LHE,Chicago,ORD,Pakistan - United States,LHE-ORD,3:30am - 3:00pm,5/10/2023,5/10/2023,21h 30m (1 stop),2h 20m in Doha (DOH),Multiple airlines � American Airlines 8125 operated by Qatar Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,227 "
Lahore,LHE,Chicago,ORD,Pakistan - United States,LHE-ORD,3:30am - 3:00pm,5/10/2023,5/10/2023,21h 30m (1 stop),2h 20m in Doha (DOH),Multiple airlines � JetBlue Airways 5561 operated by Qatar Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,331 "
Multan,MUX,Toronto,YYZ,Pakistan - Canada,MUX-YYZ,3:00am - 6:50pm,5/10/2023,5/10/2023,24h 50m (2 stops),4h 10m in Dubai (DXB) � 1h 40m in London (LHR),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$3,335 "
Multan,MUX,Toronto,YYZ,Pakistan - Canada,MUX-YYZ,3:00am - 8:45pm,5/10/2023,5/10/2023,26h 45m (2 stops),4h 10m in Dubai (DXB) � 3h 45m in London (LHR),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$3,335 "
Multan,MUX,Toronto,YYZ,Pakistan - Canada,MUX-YYZ,3:45am - 6:40pm,5/10/2023,5/10/2023,23h 55m (2 stops),2h 55m in Doha (DOH) � 2h 20m in Munich (MUC),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$3,532 "
Multan,MUX,Vancouver,YVR,Pakistan - Canada,MUX-YVR,3:00am - 7:34pm,5/10/2023,5/10/2023,28h 34m (2 stops),4h 45m in Dubai (DXB) � 5h 15m in Seattle (SEA),"Multiple airlines � Emirates 2117 operated by flydubai, Alaska Airlines 3371 operated by SKYWEST AIRLINES AS ALASKASKYWEST",https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,614 "
Multan,MUX,Montreal,YUL,Pakistan - Canada,MUX-YUL,3:45am - 2:00pm,5/10/2023,5/10/2023,19h 15m (1 stop),2h 20m in Doha (DOH),Qatar Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/QR_sq.svg,"$3,980 "
Multan,MUX,Riyadh,RUH,Pakistan - Saudi Arabia,MUX-RUH,6:55am - 3:00pm,5/10/2023,5/10/2023,10h 5m (1 stop),5h 20m in Manama (BAH),Gulf Air,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/GF_sq.svg,$644 
Multan,MUX,Riyadh,RUH,Pakistan - Saudi Arabia,MUX-RUH,6:55am - 5:00pm,5/10/2023,5/10/2023,12h 5m (1 stop),7h 20m in Manama (BAH),Gulf Air,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/GF_sq.svg,$644 
Multan,MUX,Riyadh,RUH,Pakistan - Saudi Arabia,MUX-RUH,6:55am - 10:55am,5/10/2023,5/10/2023,6h 0m (1 stop),1h 15m in Manama (BAH),Gulf Air,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/GF_sq.svg,$666 
Multan,MUX,Jeddah,JED,Pakistan - Saudi Arabia,MUX-JED,6:55am - 12:30pm,5/10/2023,5/10/2023,7h 35m (1 stop),1h 40m in Manama (BAH),Gulf Air,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/GF_sq.svg,$668 
Multan,MUX,Jeddah,JED,Pakistan - Saudi Arabia,MUX-JED,6:55am - 3:40pm,5/10/2023,5/10/2023,10h 45m (1 stop),5h in Manama (BAH),Gulf Air,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/GF_sq.svg,$668 
Multan,MUX,Jeddah,JED,Pakistan - Saudi Arabia,MUX-JED,3:45am - 9:45am,5/10/2023,5/10/2023,8h 0m (1 stop),1h 45m in Doha (DOH),Qatar Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/QR_sq.svg,$841 
